SampleID	Known_2	Known_3	Known_4	Known_5	Known_6	Known_7	Known_9	Known_10	Known_11	Known_14	Known_15	Known_16	Known_18	Known_50	Known_19	Known_20	Known_21	Known_22	Known_23	Known_48	Known_24	Known_25	Known_27	Data1_Unknown_1	Data1_Unknown_3	Data1_Unknown_5	Data1_Unknown_6	Data1_Unknown_10	Data1_Unknown_12	Data1_Unknown_18	Data1_Unknown_22	Data1_Unknown_26	Data1_Unknown_28	Data1_Unknown_29	Data1_Unknown_31	Data1_Unknown_32	Data1_Unknown_36	Data1_Unknown_41	Data1_Unknown_42	Data1_Unknown_43	Data1_Unknown_45	Data1_Unknown_46	Data1_Unknown_48	Data1_Unknown_50	Data1_Unknown_51	Data1_Unknown_53	Data1_Unknown_55	Data1_Unknown_57	Data1_Unknown_58	Data1_Unknown_59	Data1_Unknown_60	Data1_Unknown_61	Data1_Unknown_62	Data1_Unknown_63	Data1_Unknown_64	Data1_Unknown_65	Data1_Unknown_66	Data1_Unknown_67	Data1_Unknown_70	Data1_Unknown_71	Data1_Unknown_73	Data1_Unknown_77	Data1_Unknown_78	Data1_Unknown_80	Data1_Unknown_81	Data1_Unknown_82	Data1_Unknown_83	Data1_Unknown_84	Data1_Unknown_85	Data1_Unknown_86	Known_49	Known_30	Known_33	Known_35	Known_37	Known_39	Known_41	Known_42	Known_44	Known_45	Known_46	Known_47	Known_38	Known_32	Known_34	Known_36	Known_31	Known_40	Known_43
Sample_114	0.4193	0.1764	0.2469	0	-0.5172	0.7978	-1.026	-1.092	-1.621	0.08156	0.5681	-0.3585	0.9059	-1.069	-1.015	-0.433	-1.036	-1.534	-1.296	0.2858	0.234	0.5316	-0.2989	-0.3252	1.495	-0.3585	-1.67	0.7306	0.8779	0.5101	2.005	1.78	-1.026	-0.5903	1.534	0.7306	0.3121	1.296	-1.422	-0.8965	-1.126	-0.7638	-1.422	-0.1955	1.356	1.092	0.3121	0.17	0.8151	1.555	1.555	-1.138	-0.5754	1.163	-0.3451	0.2598	0.234	0.7063	-0.5172	0.8151	1.919	0.132	-0.6666	-0.5754	0.08156	0.5903	-1.621	-0.4468	0.2858	0.1193	0.04388	1.722	-0.6204	-0.3989	0.2598	-0.7306	0.7144	1.457	-0.7388	1.722	1.534	0.5754	0.9249	0.7306	0.234	1.311	2.241	-0.2533	0.4193
Sample_172	0.3853	1.188	1.254	0.5754	2.241	0.5029	0.7144	0.4468	0.7638	-1.621	0.1891	0.6053	-1.138	-0.2793	-0.433	0.1446	0.0188	0.05643	0.6983	0.17	-0.4607	-0.3252	-0.2728	1.267	-1.326	-0.3921	-0.1955	0.6588	-0.6666	1.495	1.138	1.919	0.07527	-0.08156	1.576	1.188	0.1193	1.341	0.4817	-0.3786	-0.2404	0.3186	-0.1827	-0.6128	1.326	0.4959	-1.188	-1.036	0.4468	0.7471	1.356	0.7144	-0.8327	0.8506	2.108	-0.8239	0.3055	1.919	-0.2728	0.7807	0.7471	1.388	-0.3385	-0.2989	-0.04388	0.8064	0.2083	-0.2211	0.5681	-0.3921	0.06899	0.5029	0.05643	0.7388	1.645	1.919	-0.7471	1.422	-1.576	-0.113	0.02507	-0.1004	1.722	-0.1955	1.227	0.7225	-0.4261	-1.722	-0.06899
Sample_20	-1.005	-1.78	-0.5978	0.6666	0.9842	-0.1827	-0.9443	-0.2793	0.4193	1.326	0.9443	1.326	1.326	-0.4959	0.6511	1.621	-0.05643	0.6511	1.069	-0.7978	2.432	2.108	-1.138	1.188	1.388	1.78	1.115	0.433	1.388	-0.07527	0.9249	0.5172	0.7978	-0.8871	0.9346	-0.05643	2.432	1.845	1.722	0.6511	0.2728	1.645	1.047	-0.3518	2.241	0.7144	1.495	-0.4125	2.807	1.695	1.422	0.5172	-0.4888	-0.2793	-0.8506	0.1764	2.005	1.08	-0.9641	0.5101	0.2858	0.9842	-1.005	-1.026	-1.092	0.4959	0.5316	-1.296	0.1573	0.6745	-1.576	0.2728	0.2019	0.3651	-0.2728	-0.6983	1.227	-0.2598	0.1573	0.9641	1.026	0.5029	0.6511	2.807	1.311	2.807	2.807	0.6745	0.006267
Sample_146	1.495	1.722	0.6357	0.8506	1.2	1.576	0.6511	0.8327	1.495	-0.1827	2.108	0.7978	0.5316	-1.005	-0.3518	0.5754	-0.4607	0.0188	-0.234	0.2728	0.1827	0.1827	0.3786	1.722	1.722	-0.0188	-0.628	0.1955	0.03134	-0.2598	1.845	1.326	-0.1573	0.2469	1.457	0.9059	0.2211	1.621	-0.8506	-0.1573	-1.534	0.2924	-0.433	-1.78	-0.2924	0.06899	0.151	-1.495	0.5101	1.296	0.4817	-0.8151	-1.126	-1.356	-0.6983	0.1257	0.1446	0.9443	0.2083	0.1955	0.3385	0.6204	0.1446	0.1955	1.069	1.722	-0.5978	0.3518	1.047	0.5244	1.213	1.881	-0.3651	-0.3989	0.1827	0.4193	-0.7144	1.115	-2.241	-0.5903	-0.5316	-0.2533	1.163	1.026	0.6357	-0.3921	-0.2924	-1.457	-1.476
Sample_175	-0.6204	-0.8151	-0.8151	0.2404	0.8151	0.02507	-0.006267	-0.3451	-0.05643	-0.9945	0.6666	0.3853	-0.8871	-1.845	-0.6824	0.3252	-1.036	-0.5607	-0.3651	-0.3121	-0.6053	0.8327	-0.9641	0.433	-0.006267	-0.5828	-1.213	0.8064	-0.4817	0.7388	2.241	1.356	-1.326	-0.7807	1.919	0.2083	-0.2989	2.241	-0.6824	-0.4056	-0.9059	0.4677	-0.8327	-0.1446	-0.4056	1.695	-1.092	0.09414	-0.1383	1.457	1.047	-1.047	0.05015	0.6588	1.457	0.6204	-0.06899	1.326	-0.7638	0.3719	0.1193	1.138	-0.7471	-0.9249	-0.5172	1.047	-0.7638	-0.9641	-0.7144	-0.6983	-0.8416	-1.495	-0.5172	-1.326	-1.576	0.2924	0.1257	0.01253	-0.5903	-1.163	-0.7978	-0.2533	0.8687	0.7144	-0.5978	0.5754	0.3518	-0.3252	0.4056
Sample_131	-0.9249	-0.7807	-0.8871	-0.8965	-0.6204	0.1764	-1.621	-1.476	-0.6204	1.388	0.9154	0.01253	0.6053	0.7722	1.24	-0.07527	1.67	1.621	0.4607	-1.296	0.4959	1.282	-0.6666	-0.1257	1.576	1.326	-1.296	0.6588	1.722	2.807	2.108	1.621	0.9059	-0.1955	1.388	0.1827	0.9842	0.5461	-1.534	1.213	-0.4056	-0.132	-0.9542	-0.2598	1.919	1.457	0.151	-0.3719	-1.388	2.432	0.5828	0.3921	-0.9443	0.3252	0.1446	0.3989	1.227	0.4125	-0.6053	0.1067	1.457	0.234	-0.9443	-0.7144	-0.5681	-0.1257	0.9249	-0.6983	-0.3786	-0.132	-0.7807	0.2924	-0.433	-0.7807	-0.3055	-1.422	0.4193	0.3121	-0.1637	1.326	1.163	0.6745	-0.8871	0.1955	-0.3451	0.9842	0.8151	-0.2728	-0.1067
Sample_41	-1.919	-0.9842	-2.807	-1.881	-1.812	-1.092	-0.04388	-0.5172	0.7225	0.5754	0.5461	0.3853	-0.2083	-1.514	-1.845	-1.047	-0.9249	-1.621	-1.372	-0.6745	-0.628	0.3252	-0.04388	-0.03134	0.03134	-0.5607	-1.919	0.4538	-0.8151	0.6588	1.213	-0.1764	-1.282	0.03134	0.7471	-2.807	-0.2858	0.3252	-1.163	-1.576	-0.8327	-1.005	-1.67	-0.6588	1.296	0.6745	-0.9443	-0.6511	-0.5903	1.356	0.2793	-1.495	-0.4125	-0.05015	1.026	-1.092	0.03134	0.2275	-0.132	-0.1193	0.6903	-0.006267	-0.04388	-0.1827	-0.8416	-1.67	-1.296	-0.06899	-2.108	-1.96	-0.8687	0.1955	0.8327	0.1764	0.4747	0.4193	-0.2469	1.267	2.108	1.296	1.457	0.17	0.8064	0.234	1.311	0.5172	-1.722	-0.8151	0.1193
Sample_45	-2.241	-1.845	-1.845	-0.7471	-0.1955	-1.422	0.4747	0.3252	1.069	1.005	0.2275	0.8151	-0.9059	-1.722	-0.132	0.113	-1.267	-0.7144	-0.4468	-2.807	-1.356	0.7554	-1.919	-1.069	-1.213	0.03134	-1.621	-0.1067	-1.213	0.8506	1.356	-0.5316	-0.4193	-1.555	1.047	-1.047	-0.9249	1.44	-1.047	0.2083	-0.2147	0.4056	-1.163	-0.02507	0.6666	1.372	-1.621	-0.01253	1.126	2.108	-0.2019	-0.7144	0.1193	1.44	0.2728	0.0188	-0.6983	0.2924	-2.005	-0.5172	0.2275	-0.7471	-1.919	-1.722	-0.9249	-0.09414	-0.6357	-1.845	-1.78	-1.576	-2.005	0.5316	1.356	-0.1446	0.9741	-0.3121	0.5316	0.5172	2.241	2.241	2.241	1.422	-1.138	0.3989	-0.5534	-1.845	-2.807	0.2275	-0.7306
Sample_18	-0.3585	-1.188	-1.103	0.3319	1.457	0.8151	0.5029	-0.1004	1.005	-0.03134	1.845	1.495	0.5101	0.05643	0.7892	1.845	2.005	0.9059	0.2211	0.4747	0.9641	1.621	0.5029	1.005	1.356	0.07527	-0.7638	1.422	1.534	1.645	2.807	2.005	1.576	0.8506	1.422	1.356	1.356	2.005	1.092	0.9443	-0.5101	1.96	-0.2083	-0.8064	0.5316	0.1764	0.4125	-0.5903	-0.7978	0.9059	1.356	-0.8687	-0.9842	1.24	1.78	-0.3451	1.457	2.807	0.6357	0.2989	-0.132	1.881	0.1955	0.6666	0.1891	1.213	0.5101	0.5316	0.7978	1.103	-1.24	-1.96	-0.7306	0.5244	-0.03761	-0.1764	0.3921	1.092	0.5172	0.2469	0.5461	0.3385	-0.6357	-0.9249	0.7063	0.7978	0.9443	-1.047	1.092
Sample_176	-0.1827	0.6053	-0.433	0.4056	0.8687	-0.433	0.8965	0.9842	1.576	0.4888	1.495	-0.03134	-0.6053	0.2211	1.163	0.2989	0.7554	0.9249	0.6053	-0.4468	-0.2533	-0.9059	0.1827	0.2147	-0.5461	1.598	-1.457	0.151	-1.919	-0.5461	1.495	1.115	0.3651	0.1067	1.069	0.4468	-0.7638	1.44	-0.8871	1.24	-0.05643	0.4056	-1.296	-0.02507	0.006267	1.267	-0.09414	0.2663	1.005	0.8327	1.213	-0.3518	-0.3252	-0.03134	0.7388	-0.1827	-1.005	0.4125	0.2469	0.5388	-0.1573	-0.02507	0.2083	0.2211	0.3651	1.78	0.4468	0.1257	-0.3055	-0.3385	-0.03761	0.2924	-0.2989	-0.5029	0.03134	0.7144	-0.1764	-0.02507	-1.845	-0.433	-1.67	-1.422	-0.1257	-0.2598	0.04388	1.495	-0.1764	-1.621	-0.4261
Sample_139	0.06899	-0.3786	0.6666	0.1827	-0.7722	-1.213	-1.213	-0.7554	0.6204	-0.2083	0.6511	-0.17	0.234	-0.7722	0.6128	0.7978	-0.6053	0.4125	0.9945	-0.9059	0.8506	0.9059	0.04388	0.4747	0.4888	1.356	-0.9641	1.67	0.1573	0.7638	1.621	1.457	-0.4607	-0.006267	0.9842	-0.9842	0.8416	1.495	-0.5172	0.8596	-0.3518	0.7063	-0.7807	-0.8064	0.9443	0.9542	0.4125	-0.9249	0.1446	1.621	1.356	0.8871	-0.7807	-0.6824	0.6824	-0.8871	0.6745	1.621	0.1827	0.8151	1.422	0.9249	0.1573	0.1573	-1.919	-0.5681	-0.7144	0.05643	-0.7722	-1.103	-0.8151	-0.7306	0.7388	0.3121	0.3319	0	-0.3121	-0.9249	-0.5101	1.388	1.356	1.126	0.2019	-1.422	0.8596	1.311	0.4468	0.7978	1.163
Sample_74	-2.108	-0.9249	-1.24	-1.036	-0.5903	-1.845	0.8239	0.5754	0.8871	-0.6357	-0.1067	-0.2924	-0.9249	-1.24	-0.7638	-1.388	-0.6357	-0.9842	-1.372	-1.576	-0.5316	-1.115	-0.1573	0.132	-0.7144	1.005	-1.405	-0.04388	-2.005	-1.388	-0.7807	-0.3385	-1.356	-0.1764	0.04388	-1.005	-1.092	0.2469	-1.138	-0.7807	-0.02507	-1.372	-1.621	0.4399	-0.2924	0.1193	-1.115	0.17	1.282	0.03134	-0.05015	-1.213	-0.05015	1.005	-0.06899	0.2083	-1.326	0.06271	-0.2211	-0.4747	0.9542	-0.4959	-0.09414	-0.2728	-1.213	-1.24	-1.534	-0.2663	-1.457	-1.495	-0.7471	-0.234	-2.432	-0.8151	0.2728	0.9249	0.3451	0.7063	0.5754	0.4056	0.04388	-0.5534	-0.17	-0.3518	0.3719	0.3989	-0.01253	-0.4468	-0.3385
Sample_40	-0.6511	0.1764	0.4747	0.7471	0.7638	-1.24	0.1573	1.24	1.67	2.432	2.807	1.67	0.3319	0.3121	0.7388	0.6745	-0.6666	0.6357	0.9059	0.06899	-0.7388	1.555	-0.5903	0.3252	-0.433	1.24	-0.5029	0.2469	-0.5754	-1.326	0.6666	1.67	-0.5172	-1.388	1.845	0.2533	-1.163	2.432	0.5754	0.7471	-0.6745	0.7063	-0.2533	-1.282	0.7306	0.04388	-0.6511	-1.388	-1.422	1.422	0.2275	1.026	-1.069	-2.241	-0.6511	-0.5828	-1.356	-0.6511	-0.8151	0.006267	-0.4125	-0.6053	-0.3786	-0.8151	-1.047	1.534	-0.9059	-0.6824	-0.7306	-1.356	-1.092	1.267	-1.138	-1.388	-0.5172	-1.621	1.534	0.3989	-0.3186	-0.2275	-0.17	-0.8871	-0.6511	1.722	-1.015	-2.807	-1.96	1.78	0.03134
Sample_99	0.7471	0.3651	-0.5029	-0.4888	-0.234	0.6357	0.006267	0.17	0.3121	-0.8151	0.4125	-0.4261	0.5607	-0.4677	-0.4959	-0.2211	-0.6204	-0.04388	-0.2858	1.356	1.267	0.5754	0.9443	0.5607	0.04388	0.05643	0.1446	0.7722	0.4888	0.1257	-0.2728	-0.5754	0.3786	0.9842	0.5903	-0.17	0.9641	0.006267	0.433	-0.5754	0.1827	-0.4261	-0.5172	0.8064	1.78	0.9542	0.08784	0.7306	-2.108	0.3385	1.103	-0.5244	0.1573	1.213	-0.7471	-0.5607	0.8064	0.1827	0.8327	0.5681	-0.4125	-0.02507	0.7388	0.8687	0.5316	0.3121	-0.1257	0.9249	0.08156	0.5244	1.115	-0.2211	-0.1891	0.2404	-1.188	1.311	-2.005	-0.6204	0.1067	-0.5244	-0.4888	-0.3651	0.6983	1.188	-0.5978	0.2728	-0.9443	-0.3121	0.0188
Sample_156	1.069	0.6204	0.9641	1.422	1.534	1.78	-0.5172	0.08156	0.4888	1.103	1.188	0.7554	-0.5903	1.457	0.4677	2.005	-0.1067	0.6745	1.881	0.1827	-0.4468	1.919	0.7807	0.6053	-0.4056	2.807	0.7471	1.919	-0.113	0.1827	1.576	1.267	1.722	0.7978	2.241	1.026	-0.7144	2.807	0.6511	0.5101	0.433	2.807	1.026	0.5607	-0.4193	1.422	-0.8064	0.2663	0.2083	2.807	2.432	1.188	-0.433	1.036	-1.722	0.3518	-0.6053	2.005	0.5316	1.555	0.8596	1.722	0.4888	0.6053	0.7225	1.138	1.457	0.7807	1.67	1.24	0.2404	1.881	0.9059	-0.3121	0.4399	-1.67	-0.6357	0.9641	-0.6433	0.3319	-0.08156	-0.1955	-0.9249	1.845	-0.6666	-0.1193	-0.5101	0.132	-0.9154
Sample_197	0.05643	-0.3989	0.9249	1.213	1.267	0.3921	0.8506	0.433	0.8151	1.514	1.919	0.9249	0.2793	-0.7306	-0.5172	0.3518	-1.722	-1.356	-0.6588	0.0188	-1.457	0.03134	-1.267	-1.188	-0.4538	-1.405	-0.9059	-0.5029	0.2404	0.3518	0.6983	2.241	-1.621	-1.621	2.432	1.115	-1.047	1.092	-0.2858	-0.4468	-0.4056	0.1827	-1.047	0.1067	0.6903	1.919	-1.78	-0.2663	0.3921	0.5244	-0.3921	-0.7306	-0.6511	1.388	0.3989	-0.3651	-0.7225	0.9641	-1.213	-1.138	-0.2469	0.3651	-1.213	-1.267	-0.8687	0.6824	-2.005	-1.24	0.4056	-0.2728	-0.6357	0.17	0.1573	-1.069	-0.7638	0.1193	-0.7807	0.7471	1.67	0.4193	0.4888	0.5461	0.07527	1.78	-0.06899	-0.2147	0.113	1.621	1.78
Sample_159	-0.5607	-0.6357	-1.036	0.113	0.433	-0.17	-0.1573	-0.7554	-0.8327	-0.5978	0.151	-0.5029	-0.4607	-0.3719	0.3252	0.4538	0.7554	-0.4959	-1.267	-0.06271	0.6204	0.5101	-1.092	-0.05015	-1.115	-0.2924	-0.433	1.092	0.1067	0.5681	-0.6053	0.4193	0.02507	-1.115	0.7306	0.06899	0.8064	0.6357	0.1891	0.2728	0.1637	0.5029	-0.8506	-0.06899	1.005	0.6983	-0.5978	-0.08156	-2.005	-0.2598	1.78	-1.845	-0.2083	1.188	1.621	-0.2275	0.9059	0.8064	-1.24	0.5978	-0.1067	0.4261	-0.8687	-1.296	-0.132	0.7225	-0.6666	-1.267	-0.3252	-0.2275	-0.8416	-1.356	2.807	0.8327	0.628	-0.2989	0.3786	1.845	1.388	0.5461	0.9842	0.2533	-1.213	0.2469	-0.1764	-0.9154	-0.628	-1.138	-0.05643
Sample_94	0.3651	1.138	0.3651	-0.2989	-1.388	0.4193	0.6824	1.005	1.188	2.054	2.005	0.9842	0.7306	0.3385	-0.3121	-1.115	-0.2598	-1.026	-0.6588	-0.04388	-0.8327	0.1004	0.5172	-1.388	-0.9443	1.026	0.09414	0.03134	-0.5534	-1.296	0.09414	-1.005	-0.433	0.3651	0.234	-0.8239	-1.388	-0.6903	-0.5461	-0.1955	-0.05643	-1.115	-0.3921	-0.7063	0.2533	0.9945	-0.9641	-0.2663	1.356	0.5754	0.6053	0.2728	-0.5461	0.5244	-1.005	0.4747	-1.422	-0.6903	0.5172	-0.1446	0.4817	-1.388	0.8871	0.5172	1.24	0.7638	-0.5754	0.4607	0.06899	0.4747	0.2404	1.495	0.4056	0.1067	0.7638	-0.2728	-0.5172	-0.6204	-0.5754	-0.6511	-1.005	-1.457	-0.08784	0.6824	-0.8416	-1.576	-1.175	0.8687	-0.4056
Sample_39	0.2989	-0.06899	0.4056	-0.8151	-1.227	0.3252	-1.388	-1.422	-0.8871	0.7144	0.8151	0.01253	-0.006267	-0.4468	-1.457	-1.621	-1.495	-1.175	-0.8687	-0.3385	-0.1955	-0.08784	0.09414	-1.005	-0.3719	-0.6204	0.1637	-0.6824	0.1446	0.4261	-0.7978	-1.126	-0.6357	0.1446	-0.5316	-1.213	0.06271	-2.108	-1.005	-1.67	-1.254	-1.722	-0.5681	-0.7471	0.5903	0.433	-0.6824	-0.8064	-1.069	-0.3385	-0.3055	0.2989	-1.621	1.326	-2.005	0.9346	0.2211	0.3786	0.0188	-1.069	-0.5029	-0.3055	-0.06899	0.006267	0.04388	-0.2147	-0.3518	0.1004	0.2147	0.006267	0.2728	1.296	-0.8239	-0.9842	1.78	-1.722	0.3651	-0.1637	-0.3518	-0.7306	-0.6128	-0.06899	0.3121	0.2598	0.8064	-0.3921	0.433	1.388	-0.08156
Sample_193	-1.163	-0.8871	-0.5316	-0.7807	-0.7471	-1.356	-1.67	-1.047	-0.6983	-1.188	-1.163	-1.67	-0.628	-0.6053	0.8965	0.2598	1.026	1.126	0.5754	-1.534	-0.08156	0.2147	-0.7807	-0.9249	-0.7471	1.476	0.2598	-0.151	-0.7471	0.1067	-1.047	-1.213	0.2598	-0.7638	0.1257	-0.7306	-0.17	-0.5388	1.188	0.7978	-1.67	0.4677	-0.1067	-1.722	-1.919	0.5388	-1.213	-1.621	-2.241	0.5607	0.3921	0.1067	-2.241	0.5903	0.7638	-1.213	-0.1764	0.08156	-0.7978	-0.2469	-0.5903	-0.3518	-0.9641	-0.9641	-0.8151	-1.751	-0.5029	-0.9249	-1.24	-1.267	-0.8871	0.8871	-0.8779	-0.1955	1.036	-0.5029	0.5607	1.78	0.2211	0.5903	0.5978	0.1193	-0.5244	-0.9842	0.6204	-0.8151	-0.8687	-0.0188	-0.8064
Sample_169	-0.9641	-0.7063	-0.9443	-0.2728	1.812	-1.919	0.2598	0.05015	-0.04388	-1.092	0.5903	0.1067	-1.296	-1.047	-0.1637	0.113	-0.04388	-0.1764	-0.433	-1.115	-0.6824	-0.03134	-1.356	0.05643	0.06271	-0.1257	1.092	0.3719	-0.3252	0.2858	-1.069	-1.812	-0.4747	-1.845	-0.08156	1.422	-0.4817	-0.7978	1.457	-0.1193	-0.9945	0.2404	0.9641	-0.7471	1.188	-0.7638	-0.8327	-0.8064	-0.6204	-1.576	1.24	-0.4056	-1.267	0.3989	0.4468	0.08156	-0.234	0.6824	-1.267	0.03761	-0.3055	-0.4056	-1.267	-1.213	-0.7306	0.1067	-0.4056	-1.326	-1.67	-1.047	-1.163	-0.4747	-1.213	-0.3786	-0.9346	0.1004	-1.227	-0.4607	0.02507	1.457	0.7807	-0.3786	-0.3518	-0.6433	-0.1764	0.9154	-1.126	-1.069	0.5607
Sample_53	1.115	0.433	0.6824	1.24	1.495	0.1067	0.3786	0.2083	0.04388	0.3786	-0.06899	-0.06899	0.4056	0.8506	-0.3385	0.4538	0.3121	-0.04388	0.4193	1.138	0.6983	0.132	1.175	0.09414	-0.6824	0.6824	1.15	0.5244	0.4468	0.1827	-0.4193	-0.6824	0.4607	1.267	0.5029	1.495	0.6745	-0.8151	2.005	-0.5903	0.6357	0.2924	0.8151	-0.3518	1.138	1.138	0.06899	-0.2663	-0.4959	-1.069	0.9741	-0.0188	-0.5029	1.282	-1.24	-0.1446	0.5828	1.213	1.026	0.2793	-0.2469	0.5388	0.7978	1.026	0.234	0.3252	0.1257	1.213	0.4959	1.188	0.6204	0.7638	0.2019	-0.5172	0.6745	0.2924	0.2211	1.069	0.09414	1.069	0.9641	0.3786	-1.282	-0.7225	1.227	-0.09414	-0.1446	0.6511	-0.03134
Sample_90	0.7306	1.67	1.919	0.5388	-0.1067	-1.576	-0.6357	-0.2147	-0.07527	-0.8871	-1.457	-0.6666	-1.163	0.7388	-0.03761	0.2598	0.7978	-1.326	-0.8151	-0.17	-2.807	-0.006267	0.06899	-0.1257	-1.534	-0.7978	1.311	-0.2598	0.433	0.3921	-0.5607	0.1067	-1.576	-0.06899	-0.1637	0.5029	-2.241	-1.919	0.6666	-0.1764	0.5754	0.08156	0.7978	0.6588	1.388	1.845	-1.047	0.8965	-1.213	-1.115	0.2533	-0.7638	0.8506	0.4817	-0.2924	0.5681	-1.296	2.241	0.3518	-0.3719	2.241	2.005	0.4056	0.3385	-1.163	-1.621	-2.241	0.03134	0.3651	-0.5903	0.7638	-2.807	-2.108	-2.241	0.7471	2.432	-1.621	0.1637	-0.6204	0.3518	0.1193	0.7978	1.919	-2.432	1.845	0.08156	-0.7554	2.807	2.432
Sample_188	-1.44	-1.163	-1.78	-1.311	-0.7978	-0.6983	-1.267	-1.476	-1.069	-1.722	-1.67	-1.845	-2.807	0.17	-0.4607	-0.6824	0.3252	-0.2858	-0.5388	-1.163	-0.6511	1.138	-1.296	-0.6053	-0.4888	0.3719	-0.4747	0.09414	-0.17	1.267	-0.1573	-1.812	0.4261	-0.9249	-0.3319	-1.78	-0.3385	-0.4607	-0.433	-0.5607	-1.44	-0.6745	-1.138	-0.9249	0.7144	0.4959	-0.8965	-0.7471	-0.3921	0.6204	0.05015	-0.6053	-0.5172	0.7471	-0.1446	0.2858	-0.04388	1.047	-1.356	-0.5461	-0.06899	0.1573	-1.457	-1.326	-0.7144	-1.576	-0.08156	-1.213	-0.9945	-0.5607	-0.4193	-2.108	-0.4888	-1.267	-1.422	-0.2019	-0.1193	-0.3786	-0.2858	-0.7144	-0.3786	0.2989	-1.495	-0.01253	0.1257	-0.4747	0.5461	0.4607	1.356
Sample_31	-0.2275	0.4468	0.7638	-0.09414	0.1637	-0.8506	1.08	1.15	1.24	0.7471	1.138	1.2	1.15	-0.2211	0.5681	-0.2793	-0.9641	-0.3786	-0.2083	-0.7807	0.4677	-0.3651	-0.1067	0.04388	-1.092	0.2663	0.9059	-0.5461	0.2989	-0.5029	-0.8871	-1.621	-1.163	-0.2469	-0.2924	-0.8596	0.3518	-0.9641	0.2858	0.4193	-0.5388	-0.5681	0.0188	-0.1446	0.8151	0.3451	-0.1257	-0.5461	-0.4677	-0.9542	0.7554	0.2469	0.006267	1.495	1.296	-0.1955	0.3055	0.2728	0.03134	-0.09414	-0.3786	-0.2147	0.234	0.05643	0.4261	2.576	0.4056	-0.113	0.9842	0.03761	-0.234	-0.6204	-1.356	0.3518	1.326	1.78	-0.8779	-1.751	-0.5461	-0.6824	-0.9741	-1.576	-0.8416	0.4399	-0.8687	-1.514	-0.2533	-0.09414	-0.4677
Sample_134	-0.03761	-0.2858	0.7388	0.3319	-0.3252	-2.807	-0.09414	0.1067	-1.138	-0.1637	-0.2275	0.4399	-0.1004	-0.9059	-0.1637	0.2211	-1.069	-0.6204	-0.08156	-0.6511	-0.1004	-1.495	-1.047	-0.6511	-1.388	0.4056	1.44	0.5244	-1.115	-0.05643	-1.621	-1.534	-0.4056	-0.9641	-1.919	-0.2211	-0.1955	-1.621	1.576	-0.3055	-0.5754	0.4056	0.9842	-0.4747	1.115	0.9249	-1.495	-0.3719	1.2	-1.919	1.67	-0.2083	-0.7306	0.5903	1.67	0.3186	-0.08156	0.3921	-0.7471	0.9945	0.02507	0.3853	-0.5903	-0.7978	-1.534	0.2404	-0.1446	-0.9059	-0.9443	-1.103	-0.3651	0.6053	-0.7638	-0.3385	0.1955	0.9059	0.0188	-0.6204	0.9542	0.1955	0.2147	-0.006267	1.356	-0.3385	0.4888	0.1891	0.6745	0.3786	0.6053
Sample_70	-1.047	-0.4747	0.4888	0.7638	1.311	-0.6053	1.188	1.15	-0.3186	-2.005	-2.108	-1.534	-1.576	-1.67	0.1573	-0.07527	0.7306	-0.1257	-0.6903	-1.058	-0.7807	-2.807	-0.2598	-0.1446	0.1573	0.4056	2.241	-1.058	-0.7306	-0.4888	-2.432	-0.8871	-1.78	-0.1193	0.4607	0.7807	-0.8327	0.2598	1.326	-0.8506	-0.2924	0	2.108	-0.4399	0.8327	-1.845	-0.4193	-0.2663	-1.138	-0.6824	0.1257	0.7306	-0.17	-0.9443	0.7978	-0.2275	-0.8151	-1.457	-0.3786	-0.3719	-2.108	-0.2858	-0.2989	-0.3252	-0.2211	-1.092	-1.138	-0.2989	-0.2858	-0.5461	-0.9542	0.4888	0.03134	1.67	2.807	-1.296	2.432	1.621	1.138	-0.4056	-0.5754	-1.069	0.3989	-1.326	1.175	0.5534	0.006267	-0.3385	-1.24
Sample_55	-0.5172	-0.6511	0.7144	1.103	-0.4193	-1.326	1.495	0.2469	0.2663	0.4125	0.3252	0.2989	1.047	-0.3989	0.8965	0.6357	0.09414	0.6983	0.7225	-0.5101	0.2663	-0.6745	-1.188	-0.08156	-0.5607	0.5316	-0.3518	0.8965	1.457	1.44	1.78	1.188	-1.005	-1.069	0.7638	-0.3585	0.9059	0.9443	-0.8327	1.751	2.807	1.163	0.234	2.576	-2.005	2.807	-0.1446	2.108	2.432	0.7638	1.296	1.069	2.807	1.919	0.9542	0.7554	0.9346	0.5461	-1.069	1.919	0.2533	1.015	-0.7144	-1.092	-1.138	0.0188	-0.9842	-0.8687	-0.4399	-1.422	-1.67	-1.092	0	-0.6903	-1.457	-0.4888	1.495	-0.8151	-0.4888	0.6053	0.4607	0.1446	-0.3989	-0.2858	1.356	-0.4607	0.4056	1.005	1.919
