Compound	m.z	RT	Metabolite	BPP01	HPP01	60517	52426	70281	33057	92102	14256	86732	29343	41236	93663	25319	43268	37702	55914	5676	18614	41252	87843	1774	86331	BPP02	HPP02	38033	28158	95584	41338	61915	74121	69462	27843	10203	43070	33471	87483	82037	50574	55993	76905	67334	84556	71320	82805	BPP03	HPP03	51313	58552	83484	83852	44527	84353	58569	7024	90778	91392	43277	37463	59417	3970	1988	21669	46461	14048	4544	9871	BPP04	HPP04	9143	50683	50069	88313	38215	3565	88611	93855	79381	38807	59391	48975	31878	42394	27071	13380	37660	89443	18543	19844	BPP05	HPP05	64520	77602	82435	23359	26288	73289	70939	82651	70551	52795	46726	79150	31498	31665	76721	32016	45871	42991	2190	22553	BPP06	HPP06	BPP07	HPP07	57556	42316	19466	66309	71692	71938	32830	81316	93427	72860	19045	85279	42966	33398	45989	4503	4833	8276	73407	25287	BPP08	HPP08	79056	1488	95355	81822	35538	85108	58292	89129	23632	45723	14463	36865	56095	75694	45590	75885	22282	83326	29010	2955	BPP09	HPP09	572	99473	70860	34871	XBPP-LCfail3	8308	88820	29827	18282	15710	59113	82620	9419	75315	85066	70231	53615	37084	41997	27290	7222	BPP10	HPP10	11404	17689	52456	34348	92807	16806	91028	13544	52107	84373	26369	79621	74647	14930	37147	47234	95186	139	10805	24917	BPP11	HPP11	90914	6752	94239	73677	52174	88175	37694	9120	83807	5222	38388	92782	10582	59182	77206	82745	21313	3532	21032	3148	BPP12	HPP12	BPP13	HPP13	6944	98445	1877	99175	71577	25472	56231	14481	42469	40567	79652	85677	21516	9095	71098	24053	90437	47183	90719	28639	BPP14	HPP14	47329	23202	38430	38153	68793	96097	19358	36974	33688	6406	5299	3803	83286	83245	35563	28277	32065	4410	99860	41441	BPP15	HPP15	19680	26164	15931	20094	11553	34706	5603	73485	71844	7517	17574	9823	70603	97993	22351	53957	10268	46990	32881	65936	BPP16	HPP16	94030	79339	59143	27159	66292	42116	30373	2102	47201	90749	74842	32432	74758	95713	15886	5307	20650	86540	32287	71074	BPP17	HPP17	69738	14407	79183	38443	42951	63343	60034	97944	46028	40752	54028	6480	58731	93468	8572	1238	61450	26942	40856	74259	BPP18	HPP18
hexose monophosphate			hexose monophosphate	118345	155286	100318	99335	66384	123011	93346	157176	71421	79462	84534	63538	127542	66139	85213	62175	119779	56296	96336	106713	60799	113239	101520	123711	83843	74117	123168	61806	86356	111451	223816	69107	62362	52883	66896	98458	117204	141159	129779	111619	77929	100502	76175	69704	99048	117637	60843	88676	149402	297189	68351	116948	94510	84415	63363	62141	78646	72733	86382	141122	55365	100458	109630	61129	67926	181198	98125	106003	58380	83810	63910	133291	141303	54108	86932	103520	66672	154009	605159	61137	78582	97816	189483	149488	67765	128658	72371	52512	97883	92209	163684	100952	261003	64039	57317	70906	119324	104438	239629	165087	41860	86148	61351	105632	70181	95650	93232	62250	46651	67239	83445	105590	94564	115016	111620	108572	69538	237436	89481	74707	72272	67524	135624	81977	88126	60206	59529	72521	143276	54464	65182	44985	40122	65334	99554	104943	63270	65347	52546	122716	57461	55941	67827	97846	169823	94753	66081	82944	55773	131879	70263	99741	69193	86253	86559	59583	84974	99046	61715	68996	91023	70253	101305	253805	54990	102642	61331	74685	145407	100281	69200	81174	66211	107429	115881	57497	89980	110686	89170	99335	102713	73127	73723	158888	260745	71265	109520	90749	58018	114630	88909	66699	123921	84964	112928	94060	80182	83123	133862	78721	111935	97258	114821	113742	123545	64284	213128	109912	222102	94820	70048	86223	47477	42812	57893	53870	77170	60001	61225	75260	53697	92373	71916	74017	110746	113022	129452	61558	849149	180634	70524	78196	82209	124501	163223	84164	74863	103460	89203	141458	87337	132571	146819	96452	78705	119605	139304	81445	102405	56757	58628	66884	70803	66341	159899	192664	52173	200200	82832	83890	302099	119825	131407	124796	67943	477634	135347	351493	106427	88637	123055	97573	85523	148612	87393	136498	155377	177921	151576	157796	90304	126712	75376	93912	60740	54139	114071	303302	97636	187549	79646	95224	125867	140297	105084	142792	118131	81031	48866	94688	116036	89247	106124	106518	145715	212962	138196	154716	187186	236691	78125	118925	108972	120673	134796	288625	56239	135320	132106	91271	127537	142380	159100	136410	119802	475090	123443	103079	117793	371142	95915	70123	67169	76986	96518	103576	130918
folate			folate																																																																																																																																																																																																																																																																																																																																																	
fructose/glucose/galactose			fructose/glucose/galactose	106020471	98805480	100837744	94668926	91669575	81363620	79931564	73478763	84132793	76181341	95511472	89724519	102046644	99263795	94663462	94977990	82432794	103092976	89060009	113973028	90943515	79353005	103878751	96617510	95850193	88374653	95069674	90129910	83251725	84395294	70956570	105235945	96278378	97736668	105113609	106454467	88597059	50942062	105494131	102166660	91227503	85794743	109330352	95384562	103453211	103201792	93198272	102805235	94011240	107105400	72159150	82268807	99878610	91184444	99161236	112237352	92561130	84375884	99981207	91459902	84867056	119502159	87292537	97751855	98153617	107568587	106236190	109562240	93338872	127465921	89678887	95044896	112033980	95573917	80046228	107339280	100917874	93410397	89673374	100930999	97375651	82053035	46524235	68743922	95968580	116640643	75832367	117091381	101822502	98479444	76181122	110428800	88583860	90884560	77973489	72334059	100913950	153414963	99283788	87407225	110331808	83164161	85113164	74091006	75626598	90065792	80895623	93153121	91848429	77341625	102879734	93127476	97247896	99053575	83967722	73228784	87976313	91242741	67132287	95291325	85218603	83674011	62257445	96848223	85531621	113719410	73502302	85302940	66919294	93609115	81380567	95474696	87083493	91478551	100233131	88977316	76610333	88274867	88894642	77472257	101546427	113066487	94017083	75620192	82001883	100906779	101208760	93237870	80222658	79611731	93607233	82601814	54966583	102407762	87376538	93783141	94130551	87102339	83247961	67255480	86746692	80247813	118878341	83910162	112954505	92397644	111305657	98920463	100580229	119335074	129470022	125347810	90265078	88262591	109161892	86711359	102859961	96623105	96885801	109675005	102127569	104346608	102869125	78259733	102226330	98665279	99311393	95717514	105530555	89044644	107463239	100720830	87843593	97025562	100211940	104736454	121508783	75377047	72765043	90484535	122015084	97562262	89635823	90247292	105553893	88114060	113257089	71873985	67389149	102561110	82755568	77058253	106578078	85129129	81298890	90280089	86310159	95618282	81266427	85225574	85595292	82898198	77257848	101581439	95836058	120409813	115809063	112987995	101750950	98538645	108581919	136814365	108537629	115988253	143008990	115416493	110983939	121933207	112909960	186327951	113956667	107868404	111115225	103433090	101493637	93939665	120733912	120939100	113769290	106152832	102441326	124241759	199812644	122759122	114239449	142333278	131814729	94108732	129029727	188913350	79284479	130150192	122648117	129451460	140229823	106585420	122711596	105501058	118589806	134204577	137216547	120220060	122468127	122431841	129835083	132707434	120746881	133812601	136713491	123303545	165838767	122418117	120057886	110733797	129027708	132937204	121802679	129650777	149590727	165314152	136479700	127102173	130792917	113130934	129016987	154027005	138784384	131706698	138161938	129329298	127147074	116978970	104082369	111476370	140320743	130335381	128657489	125229987	129874045	118438775	144851563	147413888	129680279	139627945	139033913	150070270	146893415	106884204	143294533	134171863	131539702	96582237	137676227	141081439	141378905	131656512	143980159	126265157	112911960	128649190	147300744	171906147	126435055	107023954	136783127	147422658	145538590
hexose diphosphate			hexose diphosphate		18810	56909	92398	62337	86025	41979	193397	57450	94483	40133	50706	128471	65963	61646	41256	84779	24039	94190	53655	32288	87635		24413	75799	53638	42425	44320	44639	90016	77143	33956	19322	84286	15104	33665	84575	50723	29693	132880	52771	116324	44242	24044		20499	53617	68572	93902	73348	40227	105501	56084	27934	17065	37060	36399	75030	62034	226914	46021	48603	72942	57760	42945	73368		28097	24862	75400	38252	33126	26837	23920	35840	50487	19496	30421	86887	21439	26516	19239	113817	26903	15996	35420	42774	28603		20243	118922	36173	43237	19474	12892	98806	29852	14577	57249	47903	16294	40591	51754	46911	20488	44371	25432	75623	14859	100621		16652		16823	128137	84154	33810	110927	68016	57326	38189	29944	71568	51801	68940	20715	29354	42461	117716	43090	25927	47702	52229	39134		22447	49883	42933	23222	40844	21676	25969	58696	34102	76752	163346	54284	49989	47103	66739	48927	61707	30823	57488	58475	81012		27402	63654	80231	62666	18742		85607		50425	30440	29014	149001	22098	18122	13926	39372	28007	15008	24381	21746	17746	33934		17947	56482	23648	68443	69442	110108	74087	50908	52973	49755	52154	53825	159763	79435	52745	44038	23153	92560	40543	49859	48380		17140	82669	55612	51149	32738	21465	37945	45101	12898	67704	12208	27529	17539	17041	39397	21514	22757	11386	31383	30939	53398		14771		16624	40347	155927	59799	34599	14249	10277	16466	55845	27894	17175	27388	47121	14669	25539	21724	38678	16301	25813	66388	54376		23213	37866	18409	14908	5662	28977	27955	129245	36471	47152	33029	24085	23488	35501	47519	47110	15726	40573	18990	54227	29004		14904	39475	37964	143760	37240	77340	45120	74481	37838	78877	40586	26235	29190	50763	27282	43063	80739	25295	40864	68484	70224		14260	39210	75890	119789	49379	22578	15964	49639	88400	125666	54023	83418	24139	104243	86537	71700	153361	33474	29699	33581	62535		23354	98803	29037	41163	25307	21548	32912	30918	42936	53173	76362	14873	20220	24713	29578	16760	22571	22460	22141	9918	49980		26423
fumarate/maleate			fumarate/maleate	499769	382758	245335	592966	396996	374766	346899	412837	210528	330262	395844	305976	490088	443168	382557	294153	350436	442487	333499	419540	307724	251675	522694	396535	247221	276006	503953	450521	474642	461929	336259	306889	323938	243007	374449	273305	171061	394850	304689	297787	294645	463144	468800	360454	541622	457872	380158	645354	391139	396252	306355	476820	496481	406292	356848	314719	323125	250710	313743	289698	349226	277310	345854	179984	335626	332636	604559	452733	329136	303582	232245	542146	257401	384347	364941	345017	451103	414953	340561	360400	415487	224301	416369	319138	273040	644834	312141	370488	532248	395228	367551	398946	398095	294371	326996	313088	348259	673115	374522	270879	350150	278867	363162	337175	407662	209784	228398	205196	234318	282724	544067	408093	437577	429103	241110	281308	331781	449578	392452	282033	337666	407188	328233	193903	367900	220952	647863	313208	332455	478883	305611	267233	240669	502722	508490	405666	643628	247193	290390	267101	251132	545077	360815	355276	503401	340862	315804	619305	354242	369440	471470	345877	347492	455876	392083	371802	533229	467089	319800	353576	635083	384504	482064	528454	228033	420337	575040	377249	347507	508054	488601	394241	362748	390675	823517	380012	1843266	504028	474831	699046	544170	636848	479053	494996	504352	407008	615824	451743	355795	379665	529839	393634	1525604	499725	476743	470072	765186	397989	418954	298061	549229	618298	458321	390920	336139	295149	293315	269162	456822	357560	328532	367262	286931	209612	179229	205232	412994	338834	383991	262107	251905	403835	392921	542943	448525	507086	353920	317149	387420	294304	258691	378002	314059	687793	776624	293205	225999	830053	323784	430453	414204	490495	408373	316571	289452	302130	311311	513581	395589	405102	791064	411807	424619	211007	591532	327652	370042	521233	266540	227395	1554787	420427	248331	352377	339294	688903	490136	477223	406076	504042	441425	519126	842510	323534	294171	829568	218466	250675	311047	319709	314195	422245	485292	271140	545083	186132	317305	639350	460298	498349	388601	569495	461749	480565	527693	537011	359629	581560	337477	316473	305127	593975	422332	438246	665954	403139	474330	668605	343251	1154686	531996	450947	359489	716943	515586	543878	538932	556185	492156	431285	395090	545359	455476	334389	510237	806433	437695	312515	669534	518660	558090	433282	586720	335903	376756	708928	532208
GDP			GDP	9734	116149	84620	61529	79196	92998	113548	156691	48948	87187	77748	42061	120235	62493	63025	46286	74320	34975	87383	71713	88128	109518	2571	75307	94012	73992	41771	48792	34016	132118	108516	33214	39691	50932	30007	32334	59836	74987	83020	69884	75892	119470	44078	58725	9528	77248	47638	79638	71396	130142	52917	98748	91793	93288	49927	40678	69146	59761	95141	150980	56833	96238	66687	76894	39578	117318	12471	81669	56493	54148	48558	66432	76194	22869	63900	40379	46445	64286	124411	26991	25959	55962	62776	52028	28660	21513	57378	23687	1323	56647	131012	40154	108582	38845	26942	64014	42286	53974	102227	43719	25282	58353	64223	51343	68877	88714	48677	53762	34567	71056	6440	43089	3701	52350	77326	89428	47506	111163	75162	34407	58730	39573	81939	80479	63567	54807	44567	25795	76865	47021	35513	41227	22111	27575	5561	62600	52510	42924	40617	46053	54402	43111	43227	99510	132415	86986	23437	81840	65226	175379	50392	59464	58190	62076	58295	61388	3185	79133	78356	46235	98509	52227	3902	133966	29245	80462	48191	35696	127441	49703	30444	52141	44790	125849	11284	27315	67093	93950	29474	5761	72093	31746	72338	76736	87138	65945	56709	95597	34941	105690	38632	65586	67973	70189	89398	56512	66295	92353	86027	20965	46821	4267	46272	40881	79395	55179	67776	33811	49998	42151	14158	23775	12727	24909	17400	24515	17250	24332	16971	29309	17577	40987	40801	4267	53985	5518	62242	31634	83514	74083	38400	27850	32408	46464	80590	41359	37624	57026	81079	68396	35109	42776	57961	49229	57807	125377	99026	5711	78371	44902	40177	78371	19828	52073	89910	97140	41067	106181	68712	29732	79227	73524	107659	88340	35475	117561	33914	81812	55856	2409	53939	23982	66152	91816	52010	65117	105162	92884	111718	62536	28746	44961	53375	77173	49743	30832	89572	66343	35490	59034	69685	3911	94383	90733	66974	173888	73709	63011	32732	101018	104083	109295	66099	83721	100490	105747	139144	175620	142219	87199	49765	78379	81481	4776	84334	116566	45004	101319	83266	68624	71325	142868	92141	143725	131550	198899	67249	37189	91706	117983	107672	40724	54486	59368	93383	5374	89540
glucuronate			glucuronate	183145	72034	46089	48117	32027	29892	42869	44002	71686	32197	33501	40116	26055	63577	51019	28462	39913	43782	66809	36003	46902	41980	142455	54403	31417	57717	46968	38959	58845	80209	30140	61258	64704	33345	55150	34397	37069	107489	63955	46536	84011	52572	97867	78416	145704	83971	52718	112448	102861	50289	48656	60643	66799	109754	68587	82246	68463	54220	131070	67836	78998	92639	70806	72348	161881	76656	150613	123010	101297	37487	64326	101110	80228	75371	97485	121139	202274	89920	59426	232055	136685	62347	57654	128643	153901	848901	85361	160034	100735	107287	96218	72950	102138	120572	94510	84863	98521	109946	102876	89953	74012	162554	99668	308532	353253	81427	147003	118930	190384	112509	136322	172967	167823	208108	153874	121506	126561	181335	108135	122982	177895	172324	202323	124058	218447	181589	158430	289417	161363	137206	587681	140838	143184	149481	200661	247490	222617	111255	215150	157666	155861	282741	115888	187108	344387	177698	147793	172421	194918	136509	690964	154814	253449	197881	131392	282119	186797	289841	257452	97514	187889	205563	363722	248114	299437	252125	345710	363958	303636	340664	304316	316861	370751	320978	378011	473023	297651	924926	481565	317544	530899	498880	458211	696887	375821	445795	428568	337669	384326	677067	520661	344047	549934	859297	534405	318577	646145	398951	517339	279819	676935	336934	543228	366537	306157	437664	595793	244699	221898	368942	633616	334985	415471	242248	256808	411482	338396	372937	1072586	400630	1123639	437766	772553	336657	646535	173490	120996	112992	73665	62812	75984	64505	60695	94214	54418	29710	50658	80770	136353	61798	84963	53480	82572	53772	53030	38441	21126	182603	80741	74158	90649	47857	541310	52218	51085	49292	43800	65368	42205	22880	63534	44367	47347	75836	37754	69664	93055	82835	50861	180366	85353	76528	536540	58120	71788	86500	59507	109208	44064	57651	40872	138619	98914	38300	67171	50617	45826	46184	44243	45882	70192	174919	94677	51995	66258	47951	432092	118093	63357	56101	58020	85368	67500	67781	93269	92602	46498	65163	51534	135407	70177	102420	86225	194157	113366	81999	83358	53633	88299	57970	67025	100171	81455	68326	98765	71222	102430	79190	117482	67202	116990	117591	111670	904610	104374	248789	162069
glutathione oxidized			glutathione oxidized		3531	2788	1301	3531	5575	3531	2787	3345	4831	2602	4460	5017	2044	6870	1858	4027	6133	13937	4166	4460	6318		4274	6504	4645	3531	6876	4832	3717	8920	1301	4460	3717	5389	1673	6318	4086	929	6690	3531	16911	2788	5389			3529	4591	1486	3159	1672	5946	4646	13008	10778	5017	9662	5203	2602	15051		2787	2230	5203	2601	3717		2787	2044	11707	4272	11335	2973	1858	9849	2230	3345	2973	5017		2602	6876	16166	1673			2044			2787	8548	6504	737	3178		7805	2602	743	5384		6876	5018	1487	3283	5018	7805	3902	10221	2044	14124		2787		4088	10592	9477	6318	4460	7062	3528	7062	3345	3531	4088	5389	5389	1487	1863	9291	3531	1858	6318	2787	5574		6504	3159	8362	2416	2602	2787	8547	4274	10778	2787	24344	8548	1301	9106	6504	2787	7062	7247	17653	8548	6690		6132	6690	6875	3902	5946		6876		5017	7619	5018	13008	5203	5203	2973	4274	2416	929		2973		3716		2617	8362	6318	7990	929	14308	1672	2421	3531	7061	4645	5187	14308	3159	1858	8920		10592		5575	5017		4460	5389	5574	9663	3345	7990	11893	4088	3158	3717		3697	3531	4273	4831	6504	3345	558	10773	7433	18025		5344		1301	1673	3531	4645	1673	2416	1858	1858	3929	1858	3159	558	557		2602	372	2787	3531	743	9105	1858		2602	2973	2602			3159	557	18018	2230	7247	5198	557	7619	5389	2933	6318	372	6504	2230	2602	1301		2602	929	7062	7247	2602	2601	3531	2565	20069	5203	5389	3345	4460	4274	1858	6318	13194	2044	1301	5575	7061		1487	5203	4645	19325	3902	1115	4646	10035	16167	11150	10407	6504	10589	3902	5203	5575	7248	1301	5946	4832	7433		2044	1487	11708	3695		5204	15238		1301	6132	5760	3345			1486		8177	2044	4104		2230		1672
glutathione reduced			glutathione reduced																																																																																																																																																																																																																																																																																																																																																	
GMP			GMP	24584	74426	62795	78637	32932	68745	76632	150693	36420	74922	76713	19815	88210	33821	60399	72750	49841	23262	55373	49199	91110	76130	22207	84284	64347	62775	65911	36023	45133	182833	108674	22314	32419	29038	26944	24157	48410	140138	154483	65324	59004	100428	32009	71385	23006	67145	46730	60153	52422	103442	45212	115879	40829	37866	20804	32217	44566	67454	92823	188386	47102	116674	57626	38188	36923	84892	21910	78305	43404	38494	61504	65741	55978	27539	84672	58341	36721	49796	131013	12258	38330	47331	113736	70195	33053	11809	63639	8489	18864	60952	203886	24518	183582	56289	21449	39251	34947	30118	136816	31701	17231	39804	60819	41404	81019	92743	51468	34318	34526	84702	20094	63078	16238	74935	83272	124481	37778	102541	65061	19914	37771	47405	139292	40030	63599	29153	73577	39948	88257	49877	44930	28454	13167	20377	19086	66067	71440	34740	24143	60693	80876	24172	106085	90303	246824	48638	26505	88370	52351	147945	24552	48473	44185	32402	35650	39826	17861	73657	50245	52126	86075	38472	23790	178638	20068	174239	22174	25771	83735	57955	11778	67155	35111	174665	22237	17113	98287	90568	61940	20080	72226	14549	84810	95498	64220	32094	49376	104407	14035	123300	27557	61341	63374	56322	117289	39356	56876	140314	160558	22380	54159	18064	64040	36920	95521	62515	74588	102461	85575	61056	14074	41589	12810	19644	36620	19492	23391	52701	42661	48314	48324	100677	72534	15543	75365	14949	82948	19648	150102	149179	27131	33949	42896	51252	106922	54077	34597	43298	77885	83091	37879	78220	86935	67078	38563	94587	100162	20911	58086	21184	21165	94750	39819	48840	138215	179502	22018	139594	45846	18189	204393	72457	73210	69697	35138	232498	58694	98081	64954	17377	62052	60238	49206	99527	63848	87153	113693	78355	98643	146574	29917	49777	76559	56101	57381	20649	106276	67214	60144	60024	39395	21705	77090	70413	80247	84150	98207	80118	27228	41037	60128	90626	41613	46493	90947	157547	124647	209496	98986	97176	26603	103771	78773	15246	83366	122595	18919	81560	117553	68033	94773	124849	68599	92423	76920	159921	78616	37335	90812	93698	100529	26564	42118	37150	74130	20768	82904
guanine			guanine																																		6318																																																																																		3144																																																																																																																																																																																																																													
guanosine			guanosine		15609	10939	13194	13867	69377	131880	110194	101474	68329	5575	145874	17317	3531		61510	9470		16355	5203	7239	31590		11872	5449	15236	4795	6426	4645	13937	11486	8920	4274	4317	2230	2460	7989	6309		10564	10642	8734		9490	2230	11765	5574	12978	9996	10406	73216	5338	10220	6330		7003	15052	7991		9814	10592	4426	8294	11893	6367	16566		19180	4247		2937	7422	5175	5945	3455	3069	8540	10964	4331	5947		10219	6929	5880	6150	8721	7433		1969	15381	8317	5761	8382	9849		225222	19771		16280	11566	7989	35679	10592	8242	7009	4476	5547	4277	10776	42926		16167		19719	62219	50551	8795	14782	87340	111115	15207	22518	16910	26963	30448	13379	124161	28272	285353	150077	59595	6979	264441	8625		17814	23087	8062	10374	42740	112759	7959		14100	16466	10220	24702	24715	21710	9553	10635	4256	616499	16353	23850	12572		25458	21742	108096	72656	66897		7805	9339	3235	6876	10407		8711	7663	9586	26780	11150	6873	21576	4793		3545		20085	5233			23362	13364	8860	14856	11486	9491	31778	22704	9106	25644	16724	7280	10947	9106	6318	9663	16474	2032	22299	16118	12007	33549	10573	9063	9663	16165		12431	3279	2224	6625	4732	8955	8548	7239	22111	12673	64666	43854		22409		14680	12077	8920	6811	2000	5842	5394	8925	21556	6881	5930	14309	6285	3661	4274	7248	8050	5388	4831	11857	13307		12077	3861	3838			6434		5946	7434	3197	5719		7247	5357	11881	9734	6318	7805		10932	8294		14148	4832	5017	13702	6690	9439	12572	14547	10258	3519		8916	13416	9105	5734	4225	4088		4460		4646		11521	5946	6422	11335	9291		4087	7560	18211	7060	7431	7689	4882	5058	7024	9663	9849	9342	3886	6690	7241		13337	5760		14640	5697	7563	4926	9663	4810	5575	7238	3811	4088	7415	9878		5125	3500	5575	5017	10964		14136
hippurate			hippurate	823462	1159952	1324054	1165641	1137833	337823	966223	122789	1518469	484324	3049863	2433813	22208	1265054	1041418	1478603	1284594	1139324	567657	684168	3229990	371205	886929	1148632	224983	447063	2148658	3180512	2532141	511252	517355	329013	1970718	1287696	1676715	147095	461066	167244	1505348	1865281	532866	900659	1440602	1717189	1125028	1412936	5063494	642275	641195	561946	452707	653210	397162	224983	2219922	2291393	2809993	996261	3717133	280619	3173700	1082894	1959359	2116907	367259	294871	1298260	1689047	693004	515660	1661370	3956315	513484	1030185	300308	3096255	157077	1268248	371760	462998	1010946	1000987	801950	445107	99838	2737621	343657	4492693	1316794	1433693	3286828	1417361	830101	2753429	1104773	385263	979496	302107	898787	1464633	706735	2832333	526166	780413	648847	425420	7692943	2215943	728681	333828	1392479	1500493	1264993	1828922	336495	1530905	1681611	2733060	1576808	186418	2654751	1408919	798593	2783535	605062	654201	754647	630477	171425	613951	4295988	664601	448311	5416032	1361990	1639751	605385	1327348	1796887	1395972	863617	1860387	869297	2997110	2042873	920223	1490079	540644	2490766	4934437	5444669	2376763	2235396	3264889	1246885	932898	1376623	2087226	3424593	997143	995271	5764592	1846911	1569045	214505	537189	1855018	4793782	1986115	654525	1202196	7033825	2137066	1049892	349876	771841	541624	775832	1047556	1613922	2152355	2352448	2380645	1036209	684769	1037429	1626466	1342998	696385	876477	643698	1120150	859953	897588	1472130	1750550	679512	2026729	3115314	98293	411714	1445688	1886282	1660864	1070062	2829060	667850	4079383	1008764	554062	649230	791612	309947	792273	1060512	3917659	948872	769057	3777421	762848	1349104	1038502	3559024	1306832	2600312	652827	710094	198401	1324999	128393	1061472	225346	1028808	505208	137413	361304	2628084	70931	209881	230885	148527	370049	228248	771954	290912	2187964	472730	639107	772097	2291598	926230	309669	14305	609319	374885	497490	70446	235845	3163463	478299	2269420	6207702	114357	116201	39017	648177	1434978	430425	841178	641598	972332	43459	97139	252426	989192	458343	600201	422824	101433	844053	1476398	781379	363898	305939	1084984	2132153	740686	1325431	414615	1513582	261836	845654	1258293	567208	1187314	1863581	1348916	508824	516158	432146	2982391	1343026	261976	543245	11082175	8281809	397398	2364480	319925	530422	1158001	1954072	338649	1218246	1620091	245405	2009589	695447	248287	50646	83596	1117714	1226227	586889	1216334	311565	2093596	176608	475357	467223	2613634	2964047	873803	431930	916075	1525258	2112728
homocystine			homocystine																																																																																																																																																																																																																																																																																																																																																	
homogentisate			homogentisate	33168	27583	21034	103660	26538	21269	25693	23139	25273	17330	23773	37833	15790	41349	37791	45738	20567	37057	14660	18741	14456	23373	22455	25083	22813	20357	15737	45488	38177	24942	17385	27676	78595	25666	52792	15748	16230	15818	29323	27233	32590	34307	72966	23589	31948	27377	32993	51119	25866	31698	37944	38694	44453	27896	42734	27523	27353	25686	40608	63502	43049	27717	27036	40704	35694	22057	47655	42019	43016	39722	38476	28063	36945	48915	42880	73687	42201	30671	26504	56096	42317	41122	42084	44692	23654	55155	43801	47673	47562	37538	45349	57087	44924	43534	28677	45693	50694	77569	33636	50175	55388	74012	46691	48839	51967	45970	53640	65197	55779	44483	59690	52109	42574	48796	65536	83571	57115	50201	65646	69618	102548	89171	83453	69619	54760	62660	78883	80531	60564	86795	102598	75459	59820	70091	81370	62617	71176	64537	69001	57292	71942	86154	52216	67535	91750	65056	48991	90914	62833	48977	109406	61709	78620	85570	50686	56201	63031	73446	67620	66301	73160	62924	48861	39500	59846	50161	86287	70414	52927	86633	54658	64952	52072	52470	52037	59117	53309	50140	48180	55192	64645	79452	73897	68218	50933	62293	67289	63721	42184	52488	72089	48544	90903	39377	58355	66446	82147	57228	54409	46637	101384	45579	66175	51800	44106	68886	62042	38465	49056	55286	97610	69894	53220	32767	47591	49602	44587	56472	50731	58678	55410	62216	71120	53779	32919	28104	75461	111562	46608	50119	36763	149623	79188	441449	375145	35699	67242	36336	51120	83320	94690	116523	48456	94613	95758	45802	42242	26625	63819	315601	320596	76680	15299	36049	83014	14341	26573	198339	44715	40937	44620	122849	36902	62071	29307	205555	165305	125116	27438	29157	88723	16540	254382	16853	74029	252424	53083	63268	54058	67634	39101	50663	110197	31239	129120	127099	39389	197694	101774	242887	40561	25351	92053	46911	145122	115844	40774	87428	44034	40523	98842	130445	77477	44118	166029	63250	31613	51149	35221	350759	160898	151319	47135	52299	100557	26249	104739	48696	76635	92778	80585	134751	142415	76033	162300	85090	72819	79668	65627	97525	73906	222265	256542	144529	36778	59911	94178
homovanillate			homovanillate																																																																																																																																																																																																																																																																																																																																																	
