OE_Metabolite	BioAge_Metabolite
HILIC-pos_918	HILIC-pos_QI976
HILIC-pos_2089	HILIC-pos_QI978
HILIC-pos_5380	HILIC-pos_QI981
HILIC-pos_3892	HILIC-pos_QI984
HILIC-pos_5531	HILIC-pos_QI989
HILIC-pos_4779	HILIC-pos_QI992
HILIC-pos_3558	HILIC-pos_QI993
HILIC-pos_3574	HILIC-pos_QI1081
HILIC-pos_3854	hypoxanthine_HILIC-pos
HILIC-pos_3675	hypoxanthine_HILIC-pos
HILIC-pos_4592	HILIC-pos_QI631
HILIC-pos_5540	HILIC-pos_QI989
HILIC-pos_170	HILIC-pos_QI1008
HILIC-pos_1846	HILIC-pos_QI1005
HILIC-pos_1685	HILIC-pos_QI1008
HILIC-pos_2212	HILIC-pos_QI1005
HILIC-pos_2629	1-methylnicotinamide
HILIC-pos_3336	1-methylnicotinamide
HILIC-pos_1886	1-methylnicotinamide
HILIC-pos_2195	1-methylnicotinamide
HILIC-pos_1742	1-methylnicotinamide
HILIC-pos_703	HILIC-pos_QI1013
HILIC-pos_1106	HILIC-pos_QI1013
HILIC-pos_178	HILIC-pos_QI1013
HILIC-pos_1780	HILIC-pos_QI1013
HILIC-pos_1960	HILIC-pos_QI1013
HILIC-pos_1382	HILIC-pos_QI1013
HILIC-pos_2732	HILIC-pos_QI1013
HILIC-pos_2075	HILIC-pos_QI1557
HILIC-pos_3695	HILIC-pos_QI1556
HILIC-pos_4083	HILIC-pos_QI1556
HILIC-pos_4055	HILIC-pos_QI1554
HILIC-pos_668	HILIC-pos_QI1019
HILIC-pos_1629	HILIC-pos_QI1019
HILIC-pos_1972	HILIC-pos_QI1019
HILIC-pos_3856	HILIC-pos_QI1020
HILIC-pos_5764	HILIC-pos_QI1025
HILIC-pos_5692	HILIC-pos_QI1023
HILIC-pos_5345	HILIC-pos_QI1024
HILIC-pos_4137	HILIC-pos_QI1025
HILIC-pos_3453	HILIC-pos_QI1025
HILIC-pos_3668	HILIC-pos_QI1030
HILIC-pos_4498	HILIC-pos_QI1030
HILIC-pos_2765	HILIC-pos_QI1030
HILIC-pos_2841	HILIC-pos_QI1051
HILIC-pos_6102	aspartate
HILIC-pos_6132	aspartate
HILIC-pos_6060	aspartate
HILIC-pos_42	HILIC-pos_QI947
HILIC-pos_6106	aspartate
HILIC-pos_5911	aspartate
HILIC-pos_6086	aspartate
HILIC-pos_6006	aspartate
HILIC-pos_6126	aspartate
HILIC-pos_6024	aspartate
HILIC-pos_6079	aspartate
HILIC-pos_6038	aspartate
HILIC-pos_6067	aspartate
HILIC-pos_3583	Urocanic_acid
HILIC-pos_3314	Urocanic_acid
HILIC-pos_5693	HILIC-pos_QI1038
HILIC-pos_2307	HILIC-pos_QI736
HILIC-pos_2225	HILIC-pos_QI736
HILIC-pos_4401	HILIC-pos_QI1595
HILIC-pos_631	HILIC-pos_QI1156
HILIC-pos_6301	HILIC-pos_QI961
HILIC-pos_6279	HILIC-pos_QI961
HILIC-pos_23	HILIC-pos_QI961
HILIC-pos_5917	HILIC-pos_QI961
HILIC-pos_6156	HILIC-pos_QI961
HILIC-pos_6273	HILIC-pos_QI961
HILIC-pos_6181	HILIC-pos_QI961
HILIC-pos_6228	HILIC-pos_QI961
HILIC-pos_6190	HILIC-pos_QI961
HILIC-pos_6017	HILIC-pos_QI961
HILIC-pos_6028	HILIC-pos_QI961
HILIC-pos_1137	HILIC-pos_QI1058
HILIC-pos_55	HILIC-pos_QI1058
HILIC-pos_3587	HILIC-pos_QI1062
HILIC-pos_5809	HILIC-pos_QI1064
HILIC-pos_5708	HILIC-pos_QI1064
HILIC-pos_5755	HILIC-pos_QI1064
HILIC-pos_5596	HILIC-pos_QI1064
HILIC-pos_2986	HILIC-pos_QI1066
HILIC-pos_136	HILIC-pos_QI1067
HILIC-pos_1596	HILIC-pos_QI1183
HILIC-pos_2232	HILIC-pos_QI688
HILIC-pos_3222	HILIC-pos_QI1073
HILIC-pos_69	HILIC-pos_QI1073
HILIC-pos_2613	HILIC-pos_QI1077
HILIC-pos_2143	HILIC-pos_QI1078
HILIC-pos_1722	HILIC-pos_QI1078
HILIC-pos_3462	HILIC-pos_QI1078
HILIC-pos_5685	HILIC-pos_QI1080
HILIC-pos_5711	HILIC-pos_QI702
HILIC-pos_2435	HILIC-pos_QI1086
HILIC-pos_5813	HILIC-pos_QI1089
HILIC-pos_4397	HILIC-pos_QI1091
HILIC-pos_5728	HILIC-pos_QI691
HILIC-pos_790	HILIC-pos_QI1508
HILIC-pos_35	HILIC-pos_QI1117
HILIC-pos_5400	HILIC-pos_QI1117
HILIC-pos_54	HILIC-pos_QI1098
HILIC-pos_3680	HILIC-pos_QI1102
HILIC-pos_2744	HILIC-pos_QI1102
HILIC-pos_1793	HILIC-pos_QI1102
HILIC-pos_2395	HILIC-pos_QI1104
HILIC-pos_3561	HILIC-pos_QI1106
HILIC-pos_2991	HILIC-pos_QI1123
HILIC-pos_5060	HILIC-pos_QI1108
HILIC-pos_3004	HILIC-pos_QI1110
HILIC-pos_2747	HILIC-pos_QI1108
HILIC-pos_5302	HILIC-pos_QI1108
HILIC-pos_3128	HILIC-pos_QI1110
HILIC-pos_3815	HILIC-pos_QI1110
HILIC-pos_1864	HILIC-pos_QI1123
HILIC-pos_5702	Ectoine
HILIC-pos_5786	Ectoine
HILIC-pos_680	HILIC-pos_QI1133
HILIC-pos_2220	HILIC-pos_QI1133
HILIC-pos_1761	HILIC-pos_QI1133
HILIC-pos_2107	HILIC-pos_QI1133
HILIC-pos_4179	HILIC-pos_QI1135
HILIC-pos_5601	HILIC-pos_QI1649
HILIC-pos_6051	HILIC-pos_QI1145
HILIC-pos_6252	HILIC-pos_QI1147
HILIC-pos_2714	HILIC-pos_QI1151
HILIC-pos_3309	HILIC-pos_QI1148
HILIC-pos_2099	HILIC-pos_QI1148
HILIC-pos_3093	HILIC-pos_QI1151
HILIC-pos_3742	HILIC-pos_QI1150
HILIC-pos_4148	HILIC-pos_QI1149
HILIC-pos_5736	HILIC-pos_QI1161
HILIC-pos_5980	HILIC-pos_QI1161
HILIC-pos_5614	HILIC-pos_QI1159
HILIC-pos_2454	HILIC-pos_QI1159
HILIC-pos_3375	HILIC-pos_QI1160
HILIC-pos_5699	HILIC-pos_QI1157
HILIC-pos_5634	HILIC-pos_QI1178
HILIC-pos_3906	HILIC-pos_QI1177
HILIC-pos_3650	HILIC-pos_QI1177
HILIC-pos_3145	HILIC-pos_QI1180
HILIC-pos_1728	HILIC-pos_QI1183
HILIC-pos_1857	HILIC-pos_QI1183
HILIC-pos_907	HILIC-pos_QI1190
HILIC-pos_4597	HILIC-pos_QI1207
HILIC-pos_1166	HILIC-pos_QI1207
HILIC-pos_3154	HILIC-pos_QI1208
HILIC-pos_5384	HILIC-pos_QI1215
HILIC-pos_2768	HILIC-pos_QI1214
HILIC-pos_5740	HILIC-pos_QI1725
HILIC-pos_4783	HILIC-pos_QI1228
HILIC-pos_3353	HILIC-pos_QI1231
HILIC-pos_3549	HILIC-pos_QI1236
HILIC-pos_3312	HILIC-pos_QI1235
HILIC-pos_2940	HILIC-pos_QI1237
HILIC-pos_2519	HILIC-pos_QI847
HILIC-pos_1868	HILIC-pos_QI847
HILIC-pos_6101	lysine
HILIC-pos_5882	lysine
HILIC-pos_1258	lysine
HILIC-pos_929	HILIC-pos_QI1246
HILIC-pos_1618	HILIC-pos_QI1249
HILIC-pos_2016	HILIC-pos_QI1249
HILIC-pos_5659	HILIC-pos_QI1249
HILIC-pos_6018	HILIC-pos_QI1359
HILIC-pos_6421	HILIC-pos_QI1359
HILIC-pos_6413	HILIC-pos_QI1359
HILIC-pos_6457	HILIC-pos_QI1359
HILIC-pos_6125	HILIC-pos_QI1359
HILIC-pos_6300	HILIC-pos_QI1359
HILIC-pos_4430	HILIC-pos_QI1252
HILIC-pos_3533	glutamate_HILIC-pos
HILIC-pos_3654	HILIC-pos_QI1261
HILIC-pos_3488	glutamate_HILIC-pos
HILIC-pos_2249	HILIC-pos_QI1261
HILIC-pos_5362	glutamate_HILIC-pos
HILIC-pos_5347	glutamate_HILIC-pos
HILIC-pos_5335	glutamate_HILIC-pos
HILIC-pos_186	HILIC-pos_QI1262
HILIC-pos_5050	HILIC-pos_QI1267
HILIC-pos_4482	HILIC-pos_QI1271
HILIC-pos_5789	HILIC-pos_QI1271
HILIC-pos_683	HILIC-pos_QI1277
HILIC-pos_2158	HILIC-pos_QI1277
HILIC-pos_997	HILIC-pos_QI1283
HILIC-pos_4735	HILIC-pos_QI1283
HILIC-pos_713	HILIC-pos_QI1291
HILIC-pos_1843	HILIC-pos_QI1294
HILIC-pos_1517	HILIC-pos_QI1294
HILIC-pos_3999	HILIC-pos_QI1393
HILIC-pos_3762	HILIC-pos_QI1393
HILIC-pos_1437	HILIC-pos_QI1311
HILIC-pos_5361	HILIC-pos_QI1823
HILIC-pos_2910	HILIC-pos_QI1301
HILIC-pos_1256	HILIC-pos_QI1299
HILIC-pos_3228	HILIC-pos_QI1301
HILIC-pos_2858	HILIC-pos_QI1298
HILIC-pos_931	HILIC-pos_QI1298
HILIC-pos_218	HILIC-pos_QI1301
HILIC-pos_2433	HILIC-pos_QI1299
HILIC-pos_171	HILIC-pos_QI1299
HILIC-pos_337	HILIC-pos_QI1301
HILIC-pos_1595	HILIC-pos_QI1703
HILIC-pos_5287	HILIC-pos_QI1303
HILIC-pos_5247	HILIC-pos_QI1304
HILIC-pos_4878	methionine
HILIC-pos_4405	HILIC-pos_QI1307
HILIC-pos_5224	HILIC-pos_QI1311
HILIC-pos_3580	HILIC-pos_QI1418
HILIC-pos_1682	HILIC-pos_QI1419
HILIC-pos_2429	HILIC-pos_QI1315
HILIC-pos_5647	HILIC-pos_QI1317
HILIC-pos_2279	HILIC-pos_QI1318
HILIC-pos_5636	HILIC-pos_QI1319
HILIC-pos_5479	HILIC-pos_QI1320
HILIC-pos_3832	HILIC-pos_QI1322
HILIC-pos_4875	HILIC-pos_QI1323
HILIC-pos_2854	HILIC-pos_QI1324
HILIC-pos_2668	HILIC-pos_QI1324
HILIC-pos_2903	HILIC-pos_QI1324
HILIC-pos_2592	HILIC-pos_QI1324
HILIC-pos_2785	HILIC-pos_QI1325
HILIC-pos_3176	HILIC-pos_QI1325
HILIC-pos_2946	HILIC-pos_QI1324
HILIC-pos_2011	HILIC-pos_QI1325
HILIC-pos_3071	HILIC-pos_QI1325
HILIC-pos_2967	HILIC-pos_QI1324
HILIC-pos_3709	HILIC-pos_QI1325
HILIC-pos_3756	HILIC-pos_QI1326
HILIC-pos_187	HILIC-pos_QI1326
HILIC-pos_2813	HILIC-pos_QI1326
HILIC-pos_1734	HILIC-pos_QI1327
HILIC-pos_3716	HILIC-pos_QI1327
HILIC-pos_1268	HILIC-pos_QI1327
HILIC-pos_6451	HILIC-pos_QI1327
HILIC-pos_236	HILIC-pos_QI1327
HILIC-pos_1763	HILIC-pos_QI1327
HILIC-pos_5897	HILIC-pos_QI1327
HILIC-pos_6466	HILIC-pos_QI1327
HILIC-pos_308	HILIC-pos_QI1327
HILIC-pos_6289	HILIC-pos_QI1327
HILIC-pos_6403	HILIC-pos_QI1327
HILIC-pos_5909	HILIC-pos_QI1327
HILIC-pos_6037	HILIC-pos_QI1327
HILIC-pos_6338	HILIC-pos_QI1327
HILIC-pos_6306	HILIC-pos_QI1327
HILIC-pos_6103	HILIC-pos_QI1327
HILIC-pos_5841	HILIC-pos_QI1327
HILIC-pos_6176	HILIC-pos_QI1327
HILIC-pos_6169	HILIC-pos_QI1327
HILIC-pos_6172	HILIC-pos_QI1327
HILIC-pos_6014	HILIC-pos_QI1327
HILIC-pos_6019	HILIC-pos_QI1327
HILIC-pos_6115	HILIC-pos_QI1327
HILIC-pos_6389	HILIC-pos_QI1327
HILIC-pos_5967	HILIC-pos_QI1327
HILIC-pos_264	HILIC-pos_QI1327
HILIC-pos_5927	HILIC-pos_QI1327
HILIC-pos_5985	HILIC-pos_QI1327
HILIC-pos_6429	HILIC-pos_QI1327
HILIC-pos_6226	HILIC-pos_QI1327
HILIC-pos_6456	HILIC-pos_QI1327
HILIC-pos_6392	HILIC-pos_QI1327
HILIC-pos_6425	HILIC-pos_QI1327
HILIC-pos_667	HILIC-pos_QI1337
HILIC-pos_1579	HILIC-pos_QI1338
HILIC-pos_4408	HILIC-pos_QI1442
HILIC-pos_5413	HILIC-pos_QI1339
HILIC-pos_2053	HILIC-pos_QI1339
HILIC-pos_1588	HILIC-pos_QI1339
HILIC-pos_723	HILIC-pos_QI1340
HILIC-pos_2091	HILIC-pos_QI1339
HILIC-pos_5375	HILIC-pos_QI1342
HILIC-pos_2590	HILIC-pos_QI1315
HILIC-pos_5534	HILIC-pos_QI1344
HILIC-pos_5480	HILIC-pos_QI1345
HILIC-pos_5656	HILIC-pos_QI1348
HILIC-pos_4358	HILIC-pos_QI1349
HILIC-pos_3915	HILIC-pos_QI1350
HILIC-pos_4048	guanine
HILIC-pos_5629	HILIC-pos_QI1353
HILIC-pos_4016	HILIC-pos_QI1352
HILIC-pos_4102	Acetaminophen
HILIC-pos_1600	Acetaminophen
HILIC-pos_177	HILIC-pos_QI1353
HILIC-pos_5842	Acetaminophen
HILIC-pos_1841	HILIC-pos_QI1324
HILIC-pos_2236	HILIC-pos_QI969
HILIC-pos_5417	HILIC-pos_QI1358
HILIC-pos_4742	HILIC-pos_QI1359
HILIC-pos_2746	HILIC-pos_QI1781
HILIC-pos_3092	6-8-Dihydroxypurine
HILIC-pos_3479	6-8-Dihydroxypurine
HILIC-pos_2929	HILIC-pos_QI1361
HILIC-pos_3891	HILIC-pos_QI1363
HILIC-pos_3447	HILIC-pos_QI1363
HILIC-pos_3655	HILIC-pos_QI1363
HILIC-pos_766	HILIC-pos_QI1368
HILIC-pos_2499	HILIC-pos_QI1368
HILIC-pos_2837	HILIC-pos_QI1368
HILIC-pos_1971	HILIC-pos_QI1368
HILIC-pos_2228	HILIC-pos_QI1368
HILIC-pos_657	HILIC-pos_QI1371
HILIC-pos_3794	HILIC-pos_QI1375
HILIC-pos_2120	HILIC-pos_QI1371
HILIC-pos_5379	HILIC-pos_QI1378
HILIC-pos_2323	HILIC-pos_QI909
HILIC-pos_3067	HILIC-pos_QI1380
HILIC-pos_5356	HILIC-pos_QI1386
HILIC-pos_2615	HILIC-pos_QI1390
HILIC-pos_2544	HILIC-pos_QI1390
HILIC-pos_5530	HILIC-pos_QI1391
HILIC-pos_2553	HILIC-pos_QI1393
HILIC-pos_3442	HILIC-pos_QI1392
HILIC-pos_3568	HILIC-pos_QI1399
HILIC-pos_2899	HILIC-pos_QI1538
HILIC-pos_1492	HILIC-pos_QI1540
HILIC-pos_1075	HILIC-pos_QI1540
HILIC-pos_6344	HILIC-pos_QI1304
HILIC-pos_6406	HILIC-pos_QI1304
HILIC-pos_6111	HILIC-pos_QI1304
HILIC-pos_5965	HILIC-pos_QI1304
HILIC-pos_5941	HILIC-pos_QI1304
HILIC-pos_5929	HILIC-pos_QI1304
HILIC-pos_6287	HILIC-pos_QI1304
HILIC-pos_6030	HILIC-pos_QI1304
HILIC-pos_6194	HILIC-pos_QI1304
HILIC-pos_6202	HILIC-pos_QI1304
HILIC-pos_5982	HILIC-pos_QI1304
HILIC-pos_6324	HILIC-pos_QI1304
HILIC-pos_6340	HILIC-pos_QI1304
HILIC-pos_5916	HILIC-pos_QI1304
HILIC-pos_6124	HILIC-pos_QI1304
HILIC-pos_6352	HILIC-pos_QI1304
HILIC-pos_6007	HILIC-pos_QI1304
HILIC-pos_5999	HILIC-pos_QI1304
HILIC-pos_6217	HILIC-pos_QI1304
HILIC-pos_6023	HILIC-pos_QI1304
HILIC-pos_6368	HILIC-pos_QI1304
HILIC-pos_6422	HILIC-pos_QI1304
HILIC-pos_5468	HILIC-pos_QI1408
HILIC-pos_3435	HILIC-pos_QI1409
HILIC-pos_1065	HILIC-pos_QI1410
HILIC-pos_4110	HILIC-pos_QI915
HILIC-pos_5527	HILIC-pos_QI1413
HILIC-pos_3441	HILIC-pos_QI1416
HILIC-pos_3348	HILIC-pos_QI1415
HILIC-pos_2896	HILIC-pos_QI1415
HILIC-pos_3481	HILIC-pos_QI1415
HILIC-pos_5766	HILIC-pos_QI1418
HILIC-pos_3670	HILIC-pos_QI1419
HILIC-pos_5274	HILIC-pos_QI1420
HILIC-pos_3459	HILIC-pos_QI1426
HILIC-pos_3419	HILIC-pos_QI1425
HILIC-pos_3395	HILIC-pos_QI1425
HILIC-pos_5754	HILIC-pos_QI1425
HILIC-pos_3354	HILIC-pos_QI1425
HILIC-pos_2578	HILIC-pos_QI1425
HILIC-pos_2631	HILIC-pos_QI1425
HILIC-pos_3244	HILIC-pos_QI1425
HILIC-pos_2111	HILIC-pos_QI1425
HILIC-pos_3184	HILIC-pos_QI1425
HILIC-pos_3051	HILIC-pos_QI1425
HILIC-pos_887	HILIC-pos_QI1432
HILIC-pos_5337	HILIC-pos_QI1435
HILIC-pos_1337	HILIC-pos_QI1437
HILIC-pos_1681	HILIC-pos_QI1437
HILIC-pos_2034	HILIC-pos_QI1437
HILIC-pos_5705	HILIC-pos_QI1441
HILIC-pos_2514	HILIC-pos_QI1338
HILIC-pos_3058	HILIC-pos_QI1442
HILIC-pos_5944	histidine
HILIC-pos_2931	HILIC-pos_QI1442
HILIC-pos_3677	HILIC-pos_QI1448
HILIC-pos_2898	HILIC-pos_QI1449
HILIC-pos_2280	HILIC-pos_QI1449
HILIC-pos_2036	HILIC-pos_QI1450
HILIC-pos_3691	HILIC-pos_QI1452
HILIC-pos_3025	HILIC-pos_QI1952
HILIC-pos_3072	HILIC-pos_QI1060
HILIC-pos_3637	HILIC-pos_QI1454
HILIC-pos_4038	HILIC-pos_QI1454
HILIC-pos_3118	HILIC-pos_QI1462
HILIC-pos_104	HILIC-pos_QI1902
HILIC-pos_2303	HILIC-pos_QI1073
HILIC-pos_2244	HILIC-pos_QI1073
HILIC-pos_4594	HILIC-pos_QI988
HILIC-pos_3349	HILIC-pos_QI1477
HILIC-pos_3495	HILIC-pos_QI1477
HILIC-pos_3379	HILIC-pos_QI1483
HILIC-pos_2353	HILIC-pos_QI1484
HILIC-pos_5739	HILIC-pos_QI1501
HILIC-pos_3331	HILIC-pos_QI1505
HILIC-pos_1318	HILIC-pos_QI1512
HILIC-pos_4969	HILIC-pos_QI1519
HILIC-pos_5878	HILIC-pos_QI1519
HILIC-pos_5922	HILIC-pos_QI1519
HILIC-pos_3855	HILIC-pos_QI1535
HILIC-pos_3826	HILIC-pos_QI1535
HILIC-pos_4220	HILIC-pos_QI1535
HILIC-pos_5566	HILIC-pos_QI1538
HILIC-pos_1592	HILIC-pos_QI1543
HILIC-pos_960	HILIC-pos_QI1544
HILIC-pos_5949	HILIC-pos_QI1547
HILIC-pos_5387	HILIC-pos_QI2058
HILIC-pos_3857	HILIC-pos_QI1549
HILIC-pos_5497	HILIC-pos_QI1549
HILIC-pos_5689	HILIC-pos_QI1550
HILIC-pos_4488	HILIC-pos_QI1553
HILIC-pos_5562	HILIC-pos_QI1553
HILIC-pos_3821	HILIC-pos_QI1556
HILIC-pos_2690	HILIC-pos_QI1557
HILIC-pos_5582	HILIC-pos_QI1554
HILIC-pos_2704	HILIC-pos_QI1557
HILIC-pos_5657	HILIC-pos_QI1560
HILIC-pos_5522	HILIC-pos_QI1560
HILIC-pos_6433	HILIC-pos_QI1948
HILIC-pos_6223	HILIC-pos_QI1436
HILIC-pos_6297	HILIC-pos_QI1436
HILIC-pos_6272	HILIC-pos_QI1435
HILIC-pos_6477	HILIC-pos_QI1948
HILIC-pos_6376	HILIC-pos_QI1948
HILIC-pos_4559	HILIC-pos_QI1152
HILIC-pos_3589	HILIC-pos_QI2117
HILIC-pos_6175	HILIC-pos_QI1577
HILIC-pos_5828	HILIC-pos_QI1575
HILIC-pos_2316	HILIC-pos_QI1580
HILIC-pos_2549	HILIC-pos_QI1580
HILIC-pos_2731	HILIC-pos_QI1580
HILIC-pos_2124	HILIC-pos_QI1577
HILIC-pos_1796	HILIC-pos_QI1577
HILIC-pos_2466	HILIC-pos_QI1581
HILIC-pos_3291	HILIC-pos_QI1581
HILIC-pos_917	HILIC-pos_QI1577
HILIC-pos_2183	HILIC-pos_QI1577
HILIC-pos_1637	HILIC-pos_QI1580
HILIC-pos_1910	HILIC-pos_QI1577
HILIC-pos_5523	HILIC-pos_QI1579
HILIC-pos_5002	HILIC-pos_QI1587
HILIC-pos_2131	HILIC-pos_QI1589
HILIC-pos_3164	HILIC-pos_QI1588
HILIC-pos_6237	HILIC-pos_QI1593
HILIC-pos_6330	HILIC-pos_QI1593
HILIC-pos_6416	HILIC-pos_QI1590
HILIC-pos_6154	HILIC-pos_QI1593
HILIC-pos_6216	HILIC-pos_QI1590
HILIC-pos_3910	HILIC-pos_QI1590
HILIC-pos_3741	HILIC-pos_QI1593
HILIC-pos_3089	HILIC-pos_QI1593
HILIC-pos_6317	HILIC-pos_QI1592
HILIC-pos_4201	HILIC-pos_QI1592
HILIC-pos_3935	HILIC-pos_QI1593
HILIC-pos_5915	HILIC-pos_QI1590
HILIC-pos_5854	HILIC-pos_QI1590
HILIC-pos_1606	HILIC-pos_QI2112
HILIC-pos_1888	HILIC-pos_QI1964
HILIC-pos_4515	carnitine
HILIC-pos_3507	HILIC-pos_QI1596
HILIC-pos_3743	HILIC-pos_QI1596
HILIC-pos_5827	HILIC-pos_QI1596
HILIC-pos_4101	HILIC-pos_QI1602
HILIC-pos_2166	HILIC-pos_QI1603
HILIC-pos_3659	HILIC-pos_QI1607
HILIC-pos_3185	HILIC-pos_QI1606
HILIC-pos_1187	HILIC-pos_QI1610
HILIC-pos_755	HILIC-pos_QI1610
HILIC-pos_3339	HILIC-pos_QI1610
HILIC-pos_2468	HILIC-pos_QI1610
HILIC-pos_2535	HILIC-pos_QI1610
HILIC-pos_2293	HILIC-pos_QI1610
HILIC-pos_1649	HILIC-pos_QI1610
HILIC-pos_1883	HILIC-pos_QI1610
HILIC-pos_2066	HILIC-pos_QI1610
HILIC-pos_4086	HILIC-pos_QI2156
HILIC-pos_1330	HILIC-pos_QI1612
HILIC-pos_647	HILIC-pos_QI1615
HILIC-pos_2565	HILIC-pos_QI1612
HILIC-pos_5676	HILIC-pos_QI1615
HILIC-pos_432	HILIC-pos_QI1616
HILIC-pos_465	HILIC-pos_QI1616
HILIC-pos_1393	HILIC-pos_QI1616
HILIC-pos_5543	HILIC-pos_QI1616
HILIC-pos_1110	HILIC-pos_QI1616
HILIC-pos_3745	HILIC-pos_QI1616
HILIC-pos_529	HILIC-pos_QI1616
HILIC-pos_5074	HILIC-pos_QI1616
HILIC-pos_2445	HILIC-pos_QI1619
HILIC-pos_622	HILIC-pos_QI1618
HILIC-pos_1262	HILIC-pos_QI1619
HILIC-pos_1914	HILIC-pos_QI1619
HILIC-pos_5580	HILIC-pos_QI1620
HILIC-pos_5243	HILIC-pos_QI1540
HILIC-pos_4984	HILIC-pos_QI1622
HILIC-pos_2970	HILIC-pos_QI1623
HILIC-pos_199	HILIC-pos_QI1623
HILIC-pos_4170	HILIC-pos_QI1624
HILIC-pos_4353	HILIC-pos_QI1248
HILIC-pos_4134	HILIC-pos_QI1249
HILIC-pos_1746	HILIC-pos_QI1249
HILIC-pos_4781	HILIC-pos_QI1634
HILIC-pos_2933	HILIC-pos_QI1640
HILIC-pos_3647	HILIC-pos_QI1642
HILIC-pos_3095	HILIC-pos_QI1640
HILIC-pos_3274	HILIC-pos_QI1642
HILIC-pos_600	HILIC-pos_QI1640
HILIC-pos_1498	HILIC-pos_QI1642
HILIC-pos_1781	HILIC-pos_QI1640
HILIC-pos_2464	HILIC-pos_QI1640
HILIC-pos_3121	HILIC-pos_QI1640
HILIC-pos_1607	HILIC-pos_QI1135
HILIC-pos_711	HILIC-pos_QI1645
HILIC-pos_2760	HILIC-pos_QI1647
HILIC-pos_1578	HILIC-pos_QI1647
HILIC-pos_698	HILIC-pos_QI1648
HILIC-pos_5286	HILIC-pos_QI1649
HILIC-pos_3319	HILIC-pos_QI1652
HILIC-pos_2538	HILIC-pos_QI1652
HILIC-pos_4274	HILIC-pos_QI1655
HILIC-pos_4036	HILIC-pos_QI1654
HILIC-pos_3955	HILIC-pos_QI1655
HILIC-pos_5734	phenylalanine
HILIC-pos_2736	HILIC-pos_QI1663
HILIC-pos_2306	HILIC-pos_QI1663
HILIC-pos_4481	HILIC-pos_QI1294
HILIC-pos_2033	HILIC-pos_QI1299
HILIC-pos_2092	HILIC-pos_QI1668
HILIC-pos_1339	HILIC-pos_QI1668
HILIC-pos_2149	HILIC-pos_QI1668
HILIC-pos_2739	HILIC-pos_QI1668
HILIC-pos_5484	HILIC-pos_QI1673
HILIC-pos_5627	HILIC-pos_QI1674
HILIC-pos_6059	HILIC-pos_QI1675
HILIC-pos_5881	HILIC-pos_QI1675
HILIC-pos_150	HILIC-pos_QI1675
HILIC-pos_3326	HILIC-pos_QI1675
HILIC-pos_6322	HILIC-pos_QI1675
HILIC-pos_355	HILIC-pos_QI1675
HILIC-pos_2548	HILIC-pos_QI1675
HILIC-pos_2790	HILIC-pos_QI1675
HILIC-pos_2694	HILIC-pos_QI1675
HILIC-pos_2921	HILIC-pos_QI1675
HILIC-pos_2048	HILIC-pos_QI1675
HILIC-pos_3068	HILIC-pos_QI1675
HILIC-pos_2756	HILIC-pos_QI1675
HILIC-pos_2261	HILIC-pos_QI1674
HILIC-pos_3160	HILIC-pos_QI1675
HILIC-pos_2286	HILIC-pos_QI1674
HILIC-pos_1727	HILIC-pos_QI1674
HILIC-pos_2511	HILIC-pos_QI1674
HILIC-pos_1737	HILIC-pos_QI1675
HILIC-pos_2945	HILIC-pos_QI1675
HILIC-pos_3036	HILIC-pos_QI1675
HILIC-pos_2346	HILIC-pos_QI1674
HILIC-pos_2200	HILIC-pos_QI1675
HILIC-pos_2327	HILIC-pos_QI1675
HILIC-pos_3401	HILIC-pos_QI1676
HILIC-pos_3432	HILIC-pos_QI1676
HILIC-pos_4436	HILIC-pos_QI1676
HILIC-pos_2763	HILIC-pos_QI1679
HILIC-pos_3000	HILIC-pos_QI1678
HILIC-pos_1101	HILIC-pos_QI1680
HILIC-pos_2377	HILIC-pos_QI1683
HILIC-pos_2947	HILIC-pos_QI1683
HILIC-pos_2103	HILIC-pos_QI1683
HILIC-pos_2295	HILIC-pos_QI1683
HILIC-pos_1717	HILIC-pos_QI1683
HILIC-pos_2056	HILIC-pos_QI1683
HILIC-pos_1673	HILIC-pos_QI1683
HILIC-pos_4727	HILIC-pos_QI1688
HILIC-pos_3980	HILIC-pos_QI1692
HILIC-pos_2498	HILIC-pos_QI1692
HILIC-pos_709	HILIC-pos_QI1692
HILIC-pos_1638	HILIC-pos_QI1692
HILIC-pos_609	HILIC-pos_QI1698
HILIC-pos_1506	HILIC-pos_QI1698
HILIC-pos_2793	HILIC-pos_QI1698
HILIC-pos_2018	HILIC-pos_QI1698
HILIC-pos_5290	HILIC-pos_QI1703
HILIC-pos_5485	HILIC-pos_QI1704
HILIC-pos_3613	HILIC-pos_QI1706
HILIC-pos_3768	HILIC-pos_QI1706
HILIC-pos_3024	HILIC-pos_QI1708
HILIC-pos_2748	HILIC-pos_QI1712
HILIC-pos_3626	HILIC-pos_QI1711
HILIC-pos_3180	HILIC-pos_QI1711
HILIC-pos_188	HILIC-pos_QI1711
HILIC-pos_3111	HILIC-pos_QI1714
HILIC-pos_1959	HILIC-pos_QI1338
HILIC-pos_3461	urate_HILIC-pos
HILIC-pos_5644	HILIC-pos_QI1717
HILIC-pos_3315	HILIC-pos_QI1718
HILIC-pos_5477	HILIC-pos_QI1719
HILIC-pos_3503	HILIC-pos_QI1719
